category,keyword,source,search_intent,trend_score,difficulty,duplicate_risk,created_at,reason
general_it,인터넷 연결 오류 초보,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,인터넷 연결 오류 설정,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,인터넷 연결 오류 활용,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,인터넷 연결 오류 자동화,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,인터넷 연결 오류 정리,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,인터넷 연결 오류 실무,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,인터넷 연결 오류 기본,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,엑셀 오류 없애는 방법,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,아웃룩 오류날 때 방법,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,원드라이브 오류 해결방법,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,원드라이브 오류 복구 방법,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,OneDrive 오류 해결방법,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,onedrive 설정 안 열림,google_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,one note 해결방법,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,윈도우 디스크 정리 안됨,perplexity_questions,problem_solving,100,medium,low,2026-05-12,메모리/CPU와 다른 저장공간 관리 문제
trello,트렐로 자동화 규칙 작동 안함,perplexity_questions,problem_solving,100,medium,low,2026-05-12,"Butler 오류, 기존 글에 자동화 미언급"
trello,트렐로 자동화 버튼 작동 안함,perplexity_questions,problem_solving,100,medium,low,2026-05-12,"기존 글은 수동 관리, 자동화 오류 해결 별도"
figma,피그마 협업 중 충돌 해결 방법,perplexity_questions,problem_solving,100,medium,low,2026-05-12,기존 글 없음 - 실시간 협업 오류 처리
general_it,윈도우 저장소 오류 정리,perplexity_questions,problem_solving,100,medium,low,2026-05-12,"기존 글은 임시 파일이고, 본 주제는 전체 저장소 정리 및 최적화"
trello,트렐로 팀 권한 설정 오류,perplexity_questions,problem_solving,100,medium,low,2026-05-12,"기존은 기본 초대 방법이고, 이는 권한 오류 진단 및 해결 중심"
jira,지라 라벨 관리 삭제 안됨,perplexity_questions,problem_solving,100,medium,low,2026-05-13,클로드 질문 구조나 Windows SFC와 다른 지라 태그 관리
trello,트렐로 알림 설정 안됨,perplexity_questions,problem_solving,100,medium,low,2026-05-13,알림 설정 오류로 기존 템플릿 사용과 다름
excel,엑셀 응답 없음 오류를 안전 모드로 해결하는 단계,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
excel,엑셀 멈춤 현상 원인과 7가지 실전 해결 팁,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
excel,엑셀 COM 애드인 비활성화로 충돌 오류 잡기,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
excel,엑셀 통합 문서 검사로 파일 오류 자동 진단,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
excel,엑셀 XLStart 폴더 파일로 인한 시작 오류 해결,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,ppt 오류 153 동영상 플레이어 구성 오류,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,PPT 동영상 삽입 실패 문제 4가지 쉬운 해결,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,Logic Tree로 문제 분석 PPT 구조화하는 법,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,3M Model 문제 해결 PPT 작성 가이드,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,문제 해결 기법 PPT에서 MECE 원칙 적용하기,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,문제 인식부터 실행 계획까지 PPT 7단계 구조,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,프레젠테이션 복구 시도 오류 PPT 고치는 단계별 가이드,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,word 오류 책갈피가 정의되어 있지 않습니다,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,word 오류 참조 원본을 찾을 수 없습니다,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,word 에 오류 가 생겨 제대로 작동 할 수 없습니다,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,word pdf 오류 로 인해 내 보내지 못했습니다,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,word 에 문제 가 발생 했습니다,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,word 콘텐츠에 문제가 발견되어,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,word 죄송합니다 콘텐츠에 문제가 발견되어,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,워드 서식 깨짐 문제 단계별 해결법,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,워드 응답 없음 오류 빠른 해결 가이드,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,워드 안전 모드 실행하고 문제 진단하기,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,워드 추가 기능 비활성화로 오류 해결,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,워드 캡션 표 붙음 문제 실전 해결 팁,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,워드 논문 작성 시 자주 발생하는 짜증 현상 해결,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
word,워드 오류 메시지별 즉시 대처 가이드,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,VPN 연결 끊김 문제 Windows 실시간 해결,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
excel,IFERROR로 함수 오류 대체값 처리하기,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,문제점과 해결방안 슬라이드 효과적으로 구성하기,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,무료 문제 해결 PPT 템플릿 10개 비교 리뷰,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,프레젠테이션 중 PPT 멈춤 현상 즉시 해결 팁,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,MECE 원칙 적용한 PPT 문제 분석 슬라이드 제작,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,비즈니스 PPT 문제점 제시 후 실행 계획 제안하는 법,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
unity,Visual Studio Unity 디버깅 연결 오류 해결,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
unreal,퀵셀브릿지에서 한국어 경로로 임포트 오류 해결,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,스마트폰 배터리 빨리 닳는 문제 원인과 해결,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,안드로이드 앱 충돌 오류 로그 확인하고 수정하기,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.
excel,cad connect excel 오류,google_suggest,problem_solving,95,low,low,2026-04-28,문제 해결형 검색어라 방문 의도가 강합니다.
excel,IFERROR로 엑셀 오류 메시지 대체하기,perplexity_questions,problem_solving,95,low,low,2026-04-28,문제 해결형 검색어라 방문 의도가 강합니다.
ppt,PPT 폰트 호환성 문제 해결과 추천 폰트 비교,perplexity_questions,problem_solving,95,low,low,2026-04-28,문제 해결형 검색어라 방문 의도가 강합니다.
word,워드 응답 없음 오류 안전 모드 실행 팁,perplexity_questions,problem_solving,95,low,low,2026-04-28,문제 해결형 검색어라 방문 의도가 강합니다.
word,워드 표 잘림 현상 1초 해결 꿀팁,perplexity_questions,problem_solving,95,low,low,2026-04-28,문제 해결형 검색어라 방문 의도가 강합니다.
word,워드 캡션 표 붙음 문제 고치는 법,perplexity_questions,problem_solving,95,low,low,2026-04-28,문제 해결형 검색어라 방문 의도가 강합니다.
word,워드 추가 기능 비활성화해 오류 해결,perplexity_questions,problem_solving,95,low,low,2026-04-28,문제 해결형 검색어라 방문 의도가 강합니다.
word,워드 논문 작성 시 들여쓰기 오류 수정,perplexity_questions,problem_solving,95,low,low,2026-04-28,문제 해결형 검색어라 방문 의도가 강합니다.
unity,unity player dll 오류,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,윈도우 7 0xc00000f 오류 해결,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,windows 10 업데이트 오류 해결,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,windows 업데이트 오류 해결,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,windows 11 업데이트 오류 해결,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
general_it,로블록스 인터넷 연결 오류 해결법,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 오류 코드 147 0,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 설치 오류,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 다운로드 오류,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 업데이트 오류,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 copilot 오류,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 로그인 오류,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 결제 오류,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 제거 오류,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 삭제 안됨,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 활성화 안됨,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 파일 삭제 안됨,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 설치 안됨,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 로그인 안됨,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 copilot 로그인 안됨,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 결제 안됨,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 실행 안됨,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 copilot 실행 안됨,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 기본 버전 64 비트 차이,google_suggest,comparison,95,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.
office365,microsoft 365 문제 해결사,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft 365 정품 인증 문제 해결사,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,Microsoft 365 구독에 문제가 발생했으며,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,excel 오류가 생겨 제대로 작동할 수 없습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,워드 오류 책갈피가 정의되어 있지 않습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,워드 오류 참조 원본을 찾을 수 없습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,워드 오류로 인해 내보내지 못했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,워드 오류 지정한 스타일은 사용되지 않습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,excel 내용에 문제가 있습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,excel 잠재적인 보안 문제가 있습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,powerpoint 에 오류 가 생겨 제대로 작동 할 수 없습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,powerpoint 저장 중 오류가 발생했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,powerpoint 응용 프로그램 오류,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,powerpoint 동영상 재생 안됨,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,powerpoint 내용 에 문제 가 있습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,아웃룩 문제가 발생하여 검색을 완료하지 못했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,아웃룩 문제가 발생하여 아직 메시지를 보내지 못했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,아웃룩 문제 발생 잠시 후에 파일 을 다시 열어 보세요,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,outlook 오류 0x800ccc0f,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,outlook 오류가 발생했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,microsoft outlook 오류,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,outlook 문제가 발생하여 검색을 완료하지 못했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,outlook 문제가 발생했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,outlook 검색 문제가 발생하여 검색을 완료하지 못했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,outlook 동기화 문제 충돌 폴더,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,outlook word에 문제가 발생했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,원드라이브 오류코드 0x8004de40,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,원드라이브 문제가 발생했습니다 나중에 다시 시도하세요,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,원드라이브 로그인하는 동안 문제가 발생했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,원드라이브 동기화 문제가 있습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,onedrive 오류코드 0x8004def4,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,onedrive 오류코드 0x8004de44,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,onedrive 오류코드 0x8004de40,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,onedrive 오류 코드 0x8004def7,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
office365,onedrive 오류 코드 0x8004deed,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.
